0
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                    Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
//292      7      0       2       3        1            1            0          "Cloak of Transcendence"                149     46        220          400        0           0             0              0               0          1       1       1       1       1       1       1
//293      7      0       2       3        1            1            0          "Cloak of Isolation"                    149     250       220          400        0           0             0              0               0          3       3       3       3       3       3       3
//294      7      0       4       3        1            1            0          "Wings of Hit"                          149     46        220          400        0           0             0              0               0          1       1       1       1       1       1       1
//295      7      0       4       3        1            1            0          "Bloody Wings"                          149     250       220          400        0           0             0              0               0          3       3       3       3       3       3       3
//296      7      0       4       3        1            1            0          "Storm's Wings"                         149     260       220          400        0           0             0              0               0          3       3       3       3       3       3       3
//297      7      0       4       3        1            1            0          "Wings of Eternity"                     149     250       220          400        0           0             0              0               0          3       3       3       3       3       3       3
//298      7      0       2       3        1            1            0          "Pure White Cloak"                      149     10        220          150        0           0             0              0               0          1       1       1       1       1       1       1
//299      7      0       2       3        1            1            0          "Cloak of Innocence"                    149     30        220          260        0           0             0              0               0          1       1       1       1       1       1       1
//300      7      0       2       3        1            1            0          "Cloak of Brilliance"                   149     45        220          400        0           0             0              0               0          1       1       1       1       1       1       1
//301      7      0       2       3        1            1            0          "Cloak of Radiance"                     149     250       220          400        0           0             0              0               0          1       1       1       1       1       1       1
//302      7      0       2       3        1            1            0          "Cape of Steel"                         149     10        220          150        0           0             0              0               0          1       1       1       1       1       1       1
//303      7      0       2       3        1            1            0          "Ebony Cloak"                           149     30        220          290        0           0             0              0               0          1       1       1       1       1       1       1
//304      7      0       2       3        1            1            0          "Cloak of Death"                        149     45        220          400        0           0             0              0               0          1       1       1       1       1       1       1
//305      7      0       2       3        1            1            0          "Cloak of Hatred"                       149     250       220          400        0           0             0              0               0          1       1       1       1       1       1       1
//306      7      0       4       3        1            1            0          "Wings of Virtue"                       149     400       220          400       0           0             0              0               0          3       0       0       0       0       0       0
//307      7      0       4       3        1            1            0          "Wings of Destruction"                  149     400       220          400       0           0             0              0               0          0       3       0       0       0       0       0
//308      7      0       4       3        1            1            0          "Wings of Fantasy"                      149     400       220          400       0           0             0              0               0          0       0       3       0       0       0       0
//309      7      0       4       3        1            1            0          "Wings of Punishment"                   149     400       220          400       0           0             0              0               0          0       0       0       3       0       0       0
//310      7      0       2       3        1            1            0          "Cloack of Zero"                        149     400       220          400       0           0             0              0               0          0       0       0       0       3       0       0
//311      7      0       4       3        1            1            0          "Wings of Barrier"                      149     400       220          400       0           0             0              0               0          0       0       0       0       0       3       0
//312      7      0       2       3        1            1            0          "Cloack of Oath"                        149     400       220          400       0           0             0              0               0          0       0       0       0       0       0       3
//CUSTOM WINGS
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                    Level   Defense   Durability   ReqLevel   ReqEnergy   ReqStrength   ReqDexterity   ReqLeadership   BuyMoney   DW      DK      FE      MG      DL      SU      RF
//313      7      0       4       3        1            1            0          "Darkness Wings"                    	  149     200       220          400        0           0             0              0               0          1       1       1       1       1       1       1
//314      7      0       4       3        1            1            0          "Holyangel Wings"                    	  149     300       220          400        0           0             0              0               0          1       1       1       1       0       1       0
//315      7      0       4       3        1            1            0          "Holyangel Cape"                    	  149     300       220          400        0           0             0              0               0          0       0       0       0       1       0       0
//316      7      0       4       3        1            1            0          "Holyangel Cloack"                      149     300       220          400        0           0             0              0               0          0       0       0       0       0       0       1
//317      7      0       4       3        1            1            0          "Soul Wings"                         149     350       220          400        0           0             0              0               0          1       1       1       1       0       1       0
//318      7      0       2       3        1            1            0          "Soul Cape"                          149     350       220          400        0           0             0              0               0          0       0       0       0       1       0       0
//319      7      0       2       3        1            1            0          "Soul Cloack"                        149     350       220          400        0           0             0              0               0          0       0       0       0       0       0       1
//320      7      0       4       3        1            1            0          "Blessed Wings"                         149     400       220          400        0           0             0              0               0          1       1       1       1       0       1       0
//321      7      0       2       3        1            1            0          "Blessed Cape"                          149     400      220          400        0           0             0              0               0          0       0       0       0       1       0       0
//322      7      0       2       3        1            1            0          "Blessed Cloack"                        149     400       220          400        0           0             0              0               0          0       0       0       0       0       0       1
//323      7      0       4       3        1            1            0          "Halloween Wings"                         149     400       220          400        0           0             0              0               0          1       1       1       1       0       1       0
//324      7      0       2       3        1            1            0          "Halloween Cape"                          149     400      220          400        0           0             0              0               0          0       0       0       0       1       0       1
//325      7      0       4       3        1            1            0          "Wings of Virtue Final Form"                       149     500       220          400       0           0             0              0               0          3       0       0       0       0       0       0
//326      7      0       4       3        1            1            0          "Wings of Destruction Final Form"                  149     500       220          400       0           0             0              0               0          0       3       0       0       0       0       0
//327      7      0       4       3        1            1            0          "Wings of Fantas Final Form"                      149     500       220          400       0           0             0              0               0          0       0       3       0       0       0       0
//328      7      0       4       3        1            1            0          "Wings of Punishment Final Form"                   149     500       220          400       0           0             0              0               0          0       0       0       3       0       0       0
329      7      0       2       3        1            1            0          "Cloack of Zero Final Form"                        149     500       220          400       0           0             0              0               0          0       0       0       0       3       0       0
//330      7      0       4       3        1            1            0          "Wings of Barrier Final Form"                      149     500       220          400       0           0             0              0               0          0       0       0       0       0       3       0
//331      7      0       2       3        1            1            0          "Cloack of Oath Final Form"                        149     500       220          400       0           0             0              0               0          0       0       0       0       0       0       3
//PENTAGRAM
//350      236    0       1       1        1            1            0          "Ancient Icarus Scroll"                 149     400       220          200        0           0             0              0               0          1       1       1       1       1       1       1
//351      236    0       1       1        1            1            0          "Kundun Seal Scroll"                    149     400       220          200        0           0             0              0               0          1       1       1       1       1       1       1
//352      236    0       1       1        1            1            0          "Empire Guardian's Stronghold"          149     400       220          200        0           0             0              0               0          1       1       1       1       1       1       1
//353      236    0       1       1        1            1            0          "Antonia's Sword"                       149     400       220          200        0           0             0              0               0          1       1       1       1       1       1       1
//354      236    0       1       1        1            1            0          "Brave Hero Elixir"                     149     400       220          200        0           0             0              0               0          1       1       1       1       1       1       1
//355      236    0       1       1        1            1            0          "Lemuria's Orb"               		  149     400       220          200        0           0             0              0               0          1       1       1       1       1       1       1
//356      236    0       1       1        1            1            0          "Norrwen's Bloodstring Lyra"            149     400       220          200        0           0             0              0               0          1       1       1       1       1       1       1
end

13
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                    Level   Durability   Resistance1   Resistance2   Resistance3   Resistance4   Resistance5   Resistance6   Resistance7   None   DW      DK      FE      MG      DL      SU      RF
0        8      0       1       1        1            0            0          "Guardian Angel"                        23      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
1        8      0       1       1        1            0            0          "Imp"                                   28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//2        8      0       1       1        1            0            0          "Horn of Uniria"                        25      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//3        8      49      1       1        1            0            0          "Horn of Dinorant"                      110     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
4        8      62      1       1        1            0            0          "Dark Horse"                            218     255          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
5        1      0       1       1        1            0            0          "Dark Raven"                            0       255          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
7        *      0       1       1        1            0            0          "Contract (Summon)"                     0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
8        10     0       1       1        1            1            1          "Ring of Ice"                           20      50           1             0             0             0             0             0             0             4      1       1       1       1       1       1       1
9        10     0       1       1        1            1            1          "Ring of Poison"                        17      50           0             1             0             0             0             0             0             4      1       1       1       1       1       1       1
10       10     0       1       1        1            0            0          "Transformation Ring"                   0       200          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
11       *      0       1       1        1            0            0          "Order (Guardian/Life Stone)"           0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
12       9      0       1       1        1            1            1          "Pendant of Lighting"                   21      50           0             0             1             0             0             0             0             4      1       1       1       1       1       1       1
13       9      0       1       1        1            1            1          "Pendant of Fire"                       13      50           0             0             0             1             0             0             0             4      1       1       1       1       1       1       1
14       *      0       1       2        1            0            0          "Loch's Feather"                        78      0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
15       *      0       1       1        1            0            0          "Fruits"                                0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
16       *      0       1       2        1            0            0          "Scroll of Archangel"                   0       128          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
17       *      0       1       2        1            0            0          "Blood Bone"                            0       128          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
18       *      0       2       2        1            0            0          "Invisibility Cloak"                    0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
19       *      0       1       2        1            0            0          "Absolute Weapon of Archangel"          0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//20       10     0       1       1        1            0            0          "Wizards Ring"                          0       30           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
21       10     0       1       1        1            1            1          "Ring of Fire"                          30      50           0             0             0             1             0             0             0             4      1       1       1       1       1       1       1
22       10     0       1       1        1            1            1          "Ring of Earth"                         38      50           0             0             0             0             1             0             0             4      1       1       1       1       1       1       1
23       10     0       1       1        1            1            1          "Ring of Wind"                          44      50           0             0             0             0             0             1             0             4      1       1       1       1       1       1       1
24       10     0       1       1        1            1            1          "Ring of Magic"                         47      50           0             0             0             0             0             0             0             4      1       1       1       1       1       1       1
25       9      0       1       1        1            1            1          "Pendant of Ice"                        34      50           1             0             0             0             0             0             0             4      1       1       1       1       1       1       1
26       9      0       1       1        1            1            1          "Pendant of Wind"                       42      50           0             0             0             0             0             1             0             4      1       1       1       1       1       1       1
27       9      0       1       1        1            1            1          "Pendant of Water"                      46      50           0             0             0             0             0             0             1             4      1       1       1       1       1       1       1
28       9      0       1       1        1            1            1          "Pendant of Ability"                    50      50           0             0             0             0             0             0             0             4      1       1       1       1       1       1       1
29       *      0       2       2        1            0            0          "Armor of Guardsman"                    0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
30       7      0       2       3        1            0            0          "Cape of Lord"                          180     200          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
31       *      0       1       1        1            0            0          "Spirit"                                0       0            0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
32       *      0       1       1        1            0            0          "Splinter of Armor"                     0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
33       *      0       1       1        1            0            0          "Bless of Guardian"                     0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
34       *      0       1       1        1            0            0          "Claw of Beast"                         0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
35       *      0       1       1        1            0            0          "Fragment of Horn"                      0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
36       *      0       2       2        1            0            0          "Broken Horn"                           0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
37       8      0       2       2        1            0            0          "Horn of Fenrir"                        300     255          0             0             0             0             0             0             0             0      2       2       2       1       1       2       1
38       10     0       1       1        1            0            0          "Moonstone Pendant"                     21      120          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
39       10     0       1       1        1            0            0          "Eilte Transfer Skeleton Ring"          10      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//40       10     0       1       1        1            0            0          "Jack Olantern Ring"                    10      100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
41       10     0       1       1        1            0            0          "Transfer Christmas Ring"               1       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//42       10     0       1       1        1            0            0          "Ring of GM"                            0       255          255           255           255           255           255           255           255           0      1       1       1       1       1       1       1
43       10     0       1       1        1            0            0          "Seal of Ascension"                     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
44       10     0       1       1        1            0            0          "Seal of Wealth"                        0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
45       10     0       1       1        1            0            0          "Seal of Sustenance"                    0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
46       *      0       1       1        1            0            0          "Devil Square Ticket"                   0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
47       *      0       1       1        1            0            0          "Blood Castle Ticket"                   0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
48       *      0       1       1        1            0            0          "Kalima Ticket"                         0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
49       *      0       1       1        1            0            0          "Old Scroll"                            0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
50       *      0       1       2        1            0            0          "Illusion Sorcerer Covenant"            0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
51       *      0       2       2        1            0            0          "Scroll of Blood"                       0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
52       *      0       1       2        1            0            0          "Condor Flame"                          0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
53       *      0       1       2        1            0            0          "Condor Feather"                        0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
54       *      0       1       1        1            0            0          "Reset Fruit Strength"                  0       20           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
55       *      0       1       1        1            0            0          "Reset Fruit Quickness"                 0       20           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
56       *      0       1       1        1            0            0          "Reset Fruit Health"                    0       20           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
57       *      0       1       1        1            0            0          "Reset Fruit Energy"                    0       20           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
58       *      0       1       1        1            0            0          "Reset Fruit Control"                   0       20           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
59       *      0       1       1        1            0            0          "Seal of Mobility"                      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
60       *      0       1       2        1            0            0          "Indulgence"                            0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
61       *      0       1       1        1            0            0          "Illusion Temple Ticket"                0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
62       *      0       1       1        1            0            0          "Seal of Healing"                       0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
63       *      0       1       1        1            0            0          "Seal of Divinity"                      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
64       8      0       1       1        1            0            0          "Demon"                                 28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//65       8      0       1       1        1            0            0          "Spirit of Guardian"                    28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//66       *      0       1       1        1            0            0          "Invitation to Santa Village"           0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
67       8      0       1       1        1            0            0          "Pet Rudolf"                            1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
68       10     0       1       1        1            0            0          "Snowman Transformation Ring"           10      100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//69       *      0       1       1        1            0            0          "Talisman of Resurrection"              0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//70       *      0       1       1        1            0            0          "Talisman of Mobility"                  0       2            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
71       8      0       2       3        1            0            0          "Sword/Mace/Spear"                      0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
72       8      0       2       3        1            0            0          "Staff"                                 0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
73       8      0       2       3        1            0            0          "Bow/Crossbow"                          0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
74       8      0       2       3        1            0            0          "Scepter"                               0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
75       8      0       2       3        1            0            0          "Stick"                                 0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
76       10     0       1       1        1            0            0          "Panda Ring"                            1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
80       8      0       1       1        1            0            0          "Pet Panda"                             1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
81       *      0       1       1        1            0            0          "Talisman of Guardian"                  0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
82       *      0       1       1        1            0            0          "Talisman of Item Protection"           0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
83       *      0       1       1        1            0            0          "Talisman of Wings of Satan"            0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
84       *      0       1       1        1            0            0          "Talisman of Wings of Heaven"           0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
85       *      0       1       1        1            0            0          "Talisman of Wings of Elf"              0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
86       *      0       1       1        1            0            0          "Talisman of Wing of Curse"             0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
87       *      0       1       1        1            0            0          "Talisman of Cape of Lord"              0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
88       *      0       1       1        1            0            0          "Talisman of Wings of Dragon"           0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
89       *      0       1       1        1            0            0          "Talisman of Wings of Soul"             0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
90       *      0       1       1        1            0            0          "Talisman of Wings of Spirits"          0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
91       *      0       1       1        1            0            0          "Talisman of Wings of Despair"          0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
92       *      0       1       1        1            0            0          "Talisman of Wings of Darkness"         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
93       *      0       1       1        1            0            0          "Master Seal of Ascension"              0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
94       *      0       1       1        1            0            0          "Master Seal of Wealth"                 0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
95       *      0       1       1        1            0            0          "Gladiator's Honor"                     0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
96       *      0       1       1        1            0            0          "Seal of Strength"                      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
103      *      0       1       1        1            0            0          "Party EXP Scroll"                      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
104      *      0       1       1        1            0            0          "Max AG Boost Aura"                     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
105      *      0       1       1        1            0            0          "Max SD Boost Aura"                     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
106      8      0       1       1        1            0            0          "Pet Unicorn"                           1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
107      10     0       1       1        1            0            0          "Lethal Wizard's Ring"                  0       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//109      10     0       1       1        1            0            0          "Sapphire Ring"                         0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//110      10     0       1       1        1            0            0          "Ruby Ring"                             0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//111      10     0       1       1        1            0            0          "Topaz Ring"                            0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//112      10     0       1       1        1            0            0          "Amethyst Ring"                         0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//113      9      0       1       1        1            0            0          "Ruby Necklace"                         0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//114      9      0       1       1        1            0            0          "Emerald Necklace"                      0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//115      9      0       1       1        1            0            0          "Sapphire Necklace"                     0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//116      10     0       1       1        1            0            0          "Seal of Wealth"                        0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
